"company name","description","tags","url","size","funding"
"EcoCart ","Shopify app offering carbon offsetting at checkout","Fintech, •, B2B, •, Enterprise, •, Sustainability, •, Payments, •, SaaS, ","https://app.otta.com//companies/EcoCart","21-100","£2.5"
"ecofleet ","Sustainable last mile deliveries","B2C, •, Sustainability, •, Logistics, •, Delivery, ","https://app.otta.com//companies/ecofleet","",""
"Ecologi ","Climate action charity","B2C, •, B2B, •, Sustainability, •, Social Impact, •, Environmental, ","https://app.otta.com//companies/Ecologi","21-100","£7.6"
"EcoOnline ","Online health & safety tools","B2B, •, Training, •, Learning, •, SaaS, •, Environmental, ","https://app.otta.com//companies/EcoOnline","",""
"EcoVadis ","Provider of sustainability ratings","B2B, •, Sustainability, •, Analytics, •, Business Intelligence, •, Environmental, ","https://app.otta.com//companies/EcoVadis","1001+","£600.4"
"Eden Health ","A medical practice that works with employers","Healthcare, •, B2B, •, HR, •, Mental health, •, MedTech, ","https://app.otta.com//companies/Eden-Health","201-500","£81.1"
"Edgard & Cooper ","Natural cat and dog food supplier","B2C, •, Pets, •, Consumer Goods, •, eCommerce, ","https://app.otta.com//companies/Edgard-and-Cooper","201-500","£18.9"
"Edgefolio ","Fintech solutions for asset management","Fintech, •, B2B, •, Investing, •, SaaS, •, Data Analysis, ","https://app.otta.com//companies/Edgefolio","",""
"EDITED ","Helping retailers make better decisions using AI Market & Enterprise Intelligence","Retail, •, B2B, •, Analytics, •, SaaS, •, Automation, ","https://app.otta.com//companies/EDITED","101-200","£28.8"
"eDreams ODIGEO ","Online travel agency","B2C, •, Hospitality, •, B2B, •, Travel, •, Lifestyle, •, Marketplace, •, Flights, •, eCommerce, ","https://app.otta.com//companies/eDreams-ODIGEO","",""
"Edusign ","Automate student attendance","B2B, •, Education, •, Internal tools, •, SaaS, ","https://app.otta.com//companies/Edusign","21-100","£0.9"
"Eedi ","Online tutoring lessons with live teacher support","B2C, •, Marketplace, •, Education, •, Learning, ","https://app.otta.com//companies/Eedi","21-100","£3.6"
"Egg ","Green energy solutions for business and the public sector","B2B, •, Enterprise, •, Energy, •, Sustainability, •, Electric Vehicles, ","https://app.otta.com//companies/Egg","",""
"Eigen Technologies ","Research-led artificial intelligence","B2B, •, Artificial Intelligence, •, Enterprise, •, Big data, •, Machine Learning, ","https://app.otta.com//companies/Eigen-Technologies","101-200","£48.8"
"eko ","Interactive experiences for customer engagement","B2B, •, Content, •, Entertainment, •, Digital Media, •, SaaS, •, Video, ","https://app.otta.com//companies/eko","101-200","£34.1"
"Elastic Path ","API-oriented commerce solution for enterprises","B2B, •, Enterprise, •, Internal tools, •, SaaS, •, API, •, eCommerce, ","https://app.otta.com//companies/Elastic-Path","101-200","£91.7"
"Elate ","The anti-ghosting dating app","B2C, •, Social, •, Dating, ","https://app.otta.com//companies/Elate-1","",""
"Elder ","A true alternative to the care home","Healthcare, •, Hospitality, •, Marketplace, •, Social Impact, •, Age-tech, ","https://app.otta.com//companies/Elder","101-200","£20.4"
"Electric Gamebox ","Immersive group gaming","B2C, •, Gaming, •, Entertainment, •, Social, ","https://app.otta.com//companies/Electric-Gamebox","21-100","£20.1"
"Electronic Arts ","Leading video game company","B2C, •, Gaming, •, Entertainment, •, eSports, ","https://app.otta.com//companies/Electronic-Arts","1001+","£1.8"
"Elementary Robotics ","Machine Learning robotic hardware for industrial automation","B2B, •, Artificial Intelligence, •, Robotics, •, Machine Learning, •, SaaS, •, Automation, ","https://app.otta.com//companies/Elementary-Robotics","101-200","£39"
"Elementus ","Universal blockchain search engine","Fintech, •, B2B, •, Cryptocurrency, •, Enterprise, •, SaaS, •, Blockchain, ","https://app.otta.com//companies/Elementus","21-100","£13.5"
"Elephant ","The digital infrastructure for Universal Health Coverage","Healthcare, •, Internal tools, ","https://app.otta.com//companies/Elephant","101-200","£13.4"
"ElevateMe ","Personalised health platform and services","Healthcare, •, B2C, •, Personal health, •, Artificial Intelligence, •, Machine Learning, •, SaaS, •, D2C, •, Wellbeing, •, MedTech, ","https://app.otta.com//companies/ElevateMe-1","",""
"Eligible ","Digitising the mortgage industry ","Fintech, •, B2B, •, Mortgages, ","https://app.otta.com//companies/Eligible","",""
"Ellevest ","Investment app targeted at women ","Fintech, •, B2C, •, Banking, •, Investing, •, SaaS, •, Social Impact, ","https://app.otta.com//companies/Ellevest","101-200","£81.9"
"elm ","All-in-one data tool for the FMCG industry","Retail, •, B2B, •, Internal tools, •, Data Analysis, ","https://app.otta.com//companies/elm","1-20","£0.3"
"Elopage ","Sales platform for online courses, digital products, and services","B2B, •, Payments, •, SaaS, •, Automation, •, No-Code, •, eCommerce, •, Web Design, ","https://app.otta.com//companies/Elopage","101-200","£27.6"
"Elvie ","Pioneering smarter technology for women","B2C, •, Manufacturing, •, Femtech, •, Wellbeing, ","https://app.otta.com//companies/Elvie","201-500","£110"
"Emarsys ","Omnichannel customer engagement platform","B2B, •, Enterprise, •, Marketing, •, Digital Media, •, SaaS, •, Advertising, ","https://app.otta.com//companies/Emarsys","501-1000","£45.3"
"Embed ","Innovative investing experiences","Fintech, •, B2B, •, Enterprise, •, Marketplace, •, Financial Services, •, Cloud Computing, ","https://app.otta.com//companies/Embed","21-100","£16.4"
"Embrace ","Observability & data platform for mobile","B2B, •, Analytics, •, SaaS, •, Mobile, •, Data Analysis, ","https://app.otta.com//companies/Embrace","101-200","£48.9"
"Emeritus ","Digital short courses","B2C, •, Education, •, Training, •, Learning, ","https://app.otta.com//companies/Emeritus","",""
"emlen ","Sales content management, sharing & tracking platform","B2B, •, Enterprise, •, Marketing, •, SaaS, •, Data Analysis, •, Automation, •, Sales, ","https://app.otta.com//companies/emlen","1-20","£5.1"
"Emma Sleep ","Innovating and selling sleep furniture and products","B2C, •, Furniture, •, eCommerce, ","https://app.otta.com//companies/Emma-Sleep","",""
"emocha Health ","Digital medication management","Healthcare, •, B2B, •, MedTech, ","https://app.otta.com//companies/emocha-Health","21-100","£12.4"
"Emotive ","Text marketing for eCommerce","B2B, •, Artificial Intelligence, •, Marketing, •, Communication, •, SaaS, •, Mobile, •, eCommerce, ","https://app.otta.com//companies/Emotive","201-500","£47.8"
"Emperia ","Virtual stores & galleries for premium fashion, retail & art","B2B, •, Fashion, •, Augmented Reality, •, Virtual Reality, •, Art, •, Web 3.0, ","https://app.otta.com//companies/Emperia","21-100","£0.5"
"Employment Hero ","HR management software","B2B, •, HR, •, Analytics, •, SaaS, ","https://app.otta.com//companies/Employment-Hero","201-500","£227.1"
"Encamp ","Environmental compliance management platform","B2B, •, Sustainability, •, Compliance, •, SaaS, •, Environmental, ","https://app.otta.com//companies/Encamp","21-100","£38.1"
"Encore Musicians ","Europe's leading marketplace for booking live musicians","B2B, •, Marketplace, •, Music, •, Entertainment, ","https://app.otta.com//companies/Encore-Musicians","21-100","£0.8"
"Endpoint ","UK-based eSports gaming organisation","B2C, •, Lifestyle, •, Gaming, •, eSports, •, Digital Media, ","https://app.otta.com//companies/Endpoint","",""
"Enervee ","Commerce platform for promoting energy efficient products","B2C, •, B2B, •, Energy, •, Sustainability, ","https://app.otta.com//companies/Enervee","21-100","£33.1"
"EngageIQ ","Machine learning and AI-based sales prospecting tool","B2B, •, Business Intelligence, •, SaaS, •, Data Analysis, •, Sales, ","https://app.otta.com//companies/EngageIQ","",""
"EnglishScore ","Mobile English test and certificate","B2B, •, Education, •, Recruitment, •, Tutoring, •, Mobile, ","https://app.otta.com//companies/EnglishScore","",""
"Enjoy ","Operating mobile retail stores for their partners","Retail, •, B2B, •, Consumer Goods, •, eCommerce, ","https://app.otta.com//companies/Enjoy","1001+","£658.7"
"Entelligent ","Climate risk analytics platform","Big data, •, Analytics, •, Environmental, ","https://app.otta.com//companies/Entelligent","",""
"Entertainment Data Oracle ","Ad measurement and analytics for TV campaigns","B2B, •, Big data, •, Marketing, •, Data Analysis, ","https://app.otta.com//companies/Entertainment-Data-Oracle","101-200","£75.4"
"Enthusiast Gaming ","Esports and gaming communities","B2C, •, Retail, •, B2B, •, Gaming, •, Content, •, Social Media, •, Community, ","https://app.otta.com//companies/Enthusiast-Gaming","101-200","£1"
"Entrepreneur First ","Entrepreneur-matching platform","Deep Tech, •, Investing, •, Accelerator, ","https://app.otta.com//companies/Entrepreneur-First","501-1000","£155"
"EO Charging ","Smart electric vehicle charging","B2C, •, B2B, •, Energy, •, Manufacturing, •, Mobility, •, SaaS, ","https://app.otta.com//companies/EO-Charging","101-200","£13"
"Ephemeral Tattoo ","Made-to-Fade Tattoos","B2C, •, Retail, •, Lifestyle, •, Fashion, •, Art, ","https://app.otta.com//companies/Ephemeral-Tattoo","21-100","£19.4"
"eporta ","B2B commerce platform for the furnishings industry","B2B, •, Marketplace, •, Manufacturing, •, Interior design, •, eCommerce, ","https://app.otta.com//companies/eporta","1-20","£12.9"
"Epsilon ","Outcome-based marketing","B2B, •, Enterprise, •, Marketing, •, Digital Media, ","https://app.otta.com//companies/Epsilon","",""
"Equals ","Hassle-free money management","Fintech, •, B2C, •, Sustainability, •, Personal finance, •, Payments, ","https://app.otta.com//companies/Equals","",""
"EquipmentShare ","Equipment and digital solutions provider for the construction industry","B2B, •, Marketplace, •, Manufacturing, •, Construction, ","https://app.otta.com//companies/EquipmentShare","1001+","£290.1"
"EQ Works ","Geospatial customer data analytics software","B2B, •, Analytics, •, Market research, •, Location services, •, SaaS, •, Identity, ","https://app.otta.com//companies/EQ-Works","21-100","£0.2"
"ErisX ","Fully regulated digital asset space","Cryptocurrency, •, Marketplace, •, Trading, •, Blockchain, •, Capital Markets, ","https://app.otta.com//companies/ErisX","21-100","£38.9"
"eSSENTIAL Accessibility ","Digital accessibility compliance.","B2B, •, Enterprise, •, Compliance, •, SaaS, •, Social Impact, •, Accessibility, ","https://app.otta.com//companies/eSSENTIAL-Accessibility-1","101-200","£58.2"
"Ethena ","Compliance training platform","B2B, •, HR, •, Compliance, •, Training, •, Learning, •, SaaS, ","https://app.otta.com//companies/Ethena","21-100","£41.3"
"Ethos Life ","Accessible life insurance","Fintech, •, B2C, •, Insurance, •, SaaS, ","https://app.otta.com//companies/Ethos-Life","201-500","£333.1"
"eToro ","Social trading and investment network","B2C, •, Cryptocurrency, •, Education, •, Investing, •, Trading, •, eCommerce, ","https://app.otta.com//companies/eToro-1","1001+","£933.9"
"Eucalyptus ","Healthcare technology company","Healthcare, •, B2C, •, Enterprise, •, Mencare, •, Femtech, •, Beauty, •, eCommerce, ","https://app.otta.com//companies/Eucalyptus","201-500","£74.1"
"Eva Health Technologies ","Smarter health and wellbeing records","Healthcare, •, Enterprise, •, Internal tools, •, SaaS, •, MedTech, ","https://app.otta.com//companies/Eva-Health-Technologies","",""
"ev.energy ","Energy services and software for electric vehicles","B2C, •, B2B, •, Energy, •, Sustainability, •, Cars, ","https://app.otta.com//companies/ev-energy","21-100","£11.1"
"Eventbrite ","A platform for creating, sharing, finding and attending events","B2C, •, Marketplace, •, Entertainment, •, eCommerce, ","https://app.otta.com//companies/Eventbrite","",""
"Eventogy ","Cloud based event management software","Hospitality, •, B2B, •, Enterprise, •, SaaS, ","https://app.otta.com//companies/Eventogy","",""
"Everledger ","Global supply chain transparency solution","Fintech, •, B2B, •, Supply Chain, •, SaaS, •, Blockchain, ","https://app.otta.com//companies/Everledger","21-100","£27.6"
"EverlyWell ","At-home health testing platform","Healthcare, •, B2C, •, Mobile, •, Wellbeing, •, MedTech, ","https://app.otta.com//companies/EverlyWell","501-1000","£209.4"
"Everphone ","Equips businesses with smartphones and tablets for employees","B2B, •, Enterprise, •, Productivity, •, Mobile, ","https://app.otta.com//companies/Everphone","101-200","£82.6"
"Evervault ","Data security solution provider","B2B, •, Enterprise, •, SaaS, •, API, •, Cyber Security, ","https://app.otta.com//companies/Evervault","1-20","£15.8"
"Evessio ","Cloud software for awards and events","Events, •, Video, ","https://app.otta.com//companies/Evessio","",""
"Evident ID ","End-to-End insurance verification & fulfilment","B2B, •, Security, •, Compliance, •, Sharing Economy, •, SaaS, •, Identity, ","https://app.otta.com//companies/Evident-ID","21-100","£23.7"
"Evisort ","AI-powered contract management","B2B, •, Artificial Intelligence, •, Legal, •, Analytics, •, SaaS, ","https://app.otta.com//companies/Evisort","101-200","£127.6"
"Evolve ","Making vacation rental easy for everyone","Hospitality, •, Travel, •, Marketplace, ","https://app.otta.com//companies/Evolve","",""
"EVRYTHNG ","Internet of Things platform for consumer products","B2B, •, Enterprise, •, Analytics, •, Internet of Things, ","https://app.otta.com//companies/EVRYTHNG","21-100","£40.3"
"Exabeam ","Cybersecurity and compliance platform ","B2B, •, SaaS, •, Cyber Security, ","https://app.otta.com//companies/Exabeam","501-1000","£319.6"
"Exoticca ","Travel tour and package provider","B2C, •, B2B, •, Travel, •, Lifestyle, •, Logistics, •, eCommerce, ","https://app.otta.com//companies/Exoticca","201-500","£41.8"
"Expedia ","Online travel shopping company","B2C, •, Hospitality, •, B2B, •, Travel, •, Marketplace, •, Transport, •, Flights, •, eCommerce, ","https://app.otta.com//companies/Expedia","1001+","£982.9"
"Expensify ","Expense management platform","Fintech, •, B2C, •, B2B, •, Enterprise, •, Financial Services, •, SaaS, •, Accounting, ","https://app.otta.com//companies/Expensify","101-200","£22.8"
"Expocart ","One stop shop platform for exhibitors","B2B, •, Marketplace, •, Marketing, •, Events, •, SaaS, •, eCommerce, ","https://app.otta.com//companies/Expocart","1-20","£1.1"
"ExpressVPN ","Provider of VPN services","B2C, •, Location services, •, Privacy, •, SaaS, •, Cyber Security, ","https://app.otta.com//companies/ExpressVPN","",""
"Extend ","Warranty and protection plan services","B2B, •, API, •, Consumer Goods, •, eCommerce, ","https://app.otta.com//companies/Extend","201-500","£259.3"
"ezCater ","Online marketplace for business catering","Hospitality, •, B2B, •, Marketplace, •, Food, ","https://app.otta.com//companies/ezCater","501-1000","£355.7"
"Ezra ","Professional digital coaching platform","B2B, •, Training, •, Learning, •, Video, ","https://app.otta.com//companies/Ezra-1","",""
"Fabacus ","Independent technology business","B2B, •, Gaming, •, Deep Tech, •, Customer service, •, Entertainment, •, Supply Chain, •, Digital Media, •, SaaS, •, Consumer Goods, •, eCommerce, ","https://app.otta.com//companies/Fabacus","",""
"Fable ","Social platform for book clubs ","B2C, •, Entertainment, •, Social, ","https://app.otta.com//companies/Fable","21-100","£29.7"
"Fable Data ","European Transaction Data","B2B, •, Analytics, •, Market research, •, Data Analysis, •, Data Sharing, ","https://app.otta.com//companies/Fable-Data","",""
"fabric ","Modular and headless platform for modern e-commerce","Retail, •, B2B, •, SaaS, •, eCommerce, •, Sales, ","https://app.otta.com//companies/fabric","201-500","£239.7"
"FabricNano ","Biomanufacturing approach to producing chemicals","B2B, •, Manufacturing, •, Biology, •, Environmental, •, Science, ","https://app.otta.com//companies/FabricNano-1","21-100","£11.5"
"FACEIT ","Gaming platform for online multiplayer games","B2C, •, Gaming, •, Entertainment, •, eSports, ","https://app.otta.com//companies/FACEIT","201-500","£23.8"
"Factmata ","Analytics to reduce misinformation.","B2B, •, Artificial Intelligence, •, Analytics, •, SaaS, •, Social Media, •, Data Analysis, ","https://app.otta.com//companies/Factmata","1-20","£3"
"Factris ","Helping customers by providing working capital using their unpaid invoices","Fintech, •, B2B, •, Lending, ","https://app.otta.com//companies/Factris","21-100","£15.6"
"Faethm ","Platform for preparing the world for the future of work","B2B, •, Artificial Intelligence, •, HR, •, SaaS, ","https://app.otta.com//companies/Faethm","",""
"FairHire ","Empowering organisations to tackle bias through blind hiring","B2B, •, Recruitment, •, HR, ","https://app.otta.com//companies/FairHire","",""
"Fairphone ","Low environmental and social impact smartphone manufacturer","B2C, •, Sustainability, •, Manufacturing, •, Telecommunications, •, Consumer Goods, •, Social Impact, •, Environmental, ","https://app.otta.com//companies/Fairphone","101-200","£15.7"
"Fana ","Checkout donations app","Fintech, •, B2C, •, B2B, •, Marketplace, •, Payments, •, Charity, •, Blockchain, •, eCommerce, •, Web 3.0, ","https://app.otta.com//companies/Fana","",""
"Fanbytes ","Gen Z orientated social media and influencer marketing agency","B2B, •, Marketing, •, Content, •, Social Media, •, Advertising, ","https://app.otta.com//companies/Fanbytes","",""
"Fangage ","Fan engagement platform","B2B, •, Music, •, Marketing, •, Content, •, Networking, •, Social, •, SaaS, •, Data Analysis, •, Web Design, ","https://app.otta.com//companies/Fangage","1-20","£3.8"
"FANZO ","Listing pubs showing live sport","B2C, •, Hospitality, •, B2B, •, Marketplace, •, Marketing, •, SaaS, •, Sports, ","https://app.otta.com//companies/FANZO","21-100","£2.5"
"Farewill ","Award-winning wills, probate and cremation service","B2C, •, Personal finance, •, Legal, ","https://app.otta.com//companies/Farewill","21-100","£25.8"
"Farm21 ","Farming data platform to improve yield","B2B, •, Sustainability, •, Agriculture, •, SaaS, •, Data Analysis, •, Environmental, ","https://app.otta.com//companies/Farm21","1-20","£1.1"
"FarmWise ","Technology company providing the food of the future","B2B, •, Artificial Intelligence, •, Food, •, Robotics, •, Environmental, ","https://app.otta.com//companies/FarmWise","21-100","£57.2"
"Fastly ","Helps digital businesses deliver secure and scalable online experiences","B2B, •, Security, •, Enterprise, •, Cyber Security, •, Cloud Computing, ","https://app.otta.com//companies/Fastly","1001+","£212.3"
"Fat Llama ","Online marketplace enabling peer-to-peer rentals","Marketplace, •, Sharing Economy, ","https://app.otta.com//companies/Fat-Llama","1-20","£10.5"
"Fauna ","Platform providing data API for modern applications","B2B, •, Enterprise, •, Big data, •, SaaS, •, API, •, Cloud Computing, ","https://app.otta.com//companies/Fauna","21-100","£69.4"
"Feast It ","The UK's Leading Event Planning Platform","B2C, •, Hospitality, •, B2B, •, Lifestyle, •, Marketplace, •, Food, •, Entertainment, •, Weddings, ","https://app.otta.com//companies/Feast-It","21-100","£9.6"
"Featurespace ","Provider of fraud and crime prevention technology","B2B, •, Security, •, Payments, •, Analytics, •, Machine Learning, •, SaaS, •, Fraud, ","https://app.otta.com//companies/Featurespace","201-500","£83.1"
"Feed ","Automated digital marketing solution for creators and micro-businesses","B2B, •, Artificial Intelligence, •, Marketing, •, SaaS, •, Social Media, •, Advertising, ","https://app.otta.com//companies/Feed","1-20","£0.7"
"Feedr ","Healthy, delicious food delivered to the workplace","B2C, •, Retail, •, B2B, •, Marketplace, •, Food, •, Wellbeing, ","https://app.otta.com//companies/Feedr","21-100","£2.1"
"Feedzai ","Cloud-based platform for managing financial crime ","Fintech, •, B2B, •, Security, ","https://app.otta.com//companies/Feedzai","501-1000","£226.4"
"Fella Health ","The telemedicine clinic for men with obesity","Healthcare, •, B2C, •, Personal health, •, Mental health, •, Nutrition, •, Wellbeing, ","https://app.otta.com//companies/Fella-Health","",""
"Fellow ","Meeting agenda software","B2B, •, Enterprise, •, HR, •, Internal tools, •, Productivity, •, SaaS, ","https://app.otta.com//companies/Fellow","21-100","£25.1"
"Fenergo ","Customer journey management for financial services","B2B, •, Enterprise, •, Compliance, •, Customer service, •, Financial Services, •, SaaS, ","https://app.otta.com//companies/Fenergo","501-1000","£184.7"
"Ferly ","Pioneering a new approach to sexual wellbeing","B2C, •, Mobile, •, Femtech, •, Wellbeing, ","https://app.otta.com//companies/Ferly","",""
"Festicket ","Europe's largest music festival platform","B2C, •, Lifestyle, •, Marketplace, •, Music, •, Entertainment, •, eCommerce, ","https://app.otta.com//companies/Festicket","101-200","£19.8"
"Fetch Rewards ","A mobile shopping and rewards platform","B2C, •, Lifestyle, •, eCommerce, ","https://app.otta.com//companies/Fetch-Rewards","501-1000","£374.2"
"fettle ","Bike repair & service network","B2C, •, Lifestyle, •, Sustainability, •, Mobility, ","https://app.otta.com//companies/fettle","21-100","£1.5"
"Ffern ","Small-batch fragrance brand","B2C, •, Retail, •, Manufacturing, •, D2C, •, Beauty, ","https://app.otta.com//companies/Ffern","",""
"Fibery ","Online platform for flexible workspaces","B2B, •, Internal tools, •, Office, •, SaaS, •, No-Code, ","https://app.otta.com//companies/Fibery","21-100","£2.6"
"Fiddler AI ","Explainable ML platform for businesses","B2B, •, Artificial Intelligence, •, Big data, •, Machine Learning, •, Data Analysis, ","https://app.otta.com//companies/Fiddler-AI","21-100","£39.7"
"Field ","Renewable energy infrastructure, investment and trading company","B2B, •, Energy, •, Sustainability, •, Investing, •, Construction, •, Environmental, •, Science, ","https://app.otta.com//companies/Field","1-20","£40"
"fieldmargin ","Farm management software","B2B, •, Enterprise, •, Agriculture, •, SaaS, •, Mobile, ","https://app.otta.com//companies/fieldmargin","",""
"Fieldwire ","Jobsite management for construction teams","B2B, •, Construction, •, SaaS, •, Cloud Computing, ","https://app.otta.com//companies/Fieldwire","101-200","£33.8"
"fifty-five ","Helping brands collect, analyse and activate their data","B2B, •, Marketing, •, Data Analysis, ","https://app.otta.com//companies/fifty-five","",""
"FightCamp ","Connected, at-home boxing gym","B2C, •, Logistics, •, Productivity, •, Training, •, Fitness, ","https://app.otta.com//companies/FightCamp","21-100","£81"
"Figment ","Blockchain infrastructure and services provider","B2B, •, Cryptocurrency, •, SaaS, •, Blockchain, •, DevOps, •, Web 3.0, ","https://app.otta.com//companies/Figment","201-500","£135.3"
"Figure ","Blockchain-powered digital lender ","Fintech, •, B2C, •, Personal finance, •, Mortgages, •, Lending, •, Investing, •, Blockchain, ","https://app.otta.com//companies/Figure","501-1000","£342.5"
"Fiix ","Cloud-based maintenance management system","B2B, •, Artificial Intelligence, •, Analytics, •, Supply Chain, •, SaaS, ","https://app.otta.com//companies/Fiix","201-500","£47.6"
"Filtered ","Learning tech company","B2B, •, Artificial Intelligence, •, Enterprise, •, Education, •, Learning, ","https://app.otta.com//companies/Filtered","21-100","£3.8"
"Financial Times ","The world’s leading global business publication","B2C, •, B2B, •, Publishing, •, Content, •, Digital Media, •, Financial Services, •, Media, ","https://app.otta.com//companies/Financial-Times","",""
"Finch ","Universal payroll and HR API","B2B, •, HR, •, Payments, •, API, ","https://app.otta.com//companies/Finch","21-100","£15.3"
"FindMine ","Predictive intelligence for fashion eCommerce brands","B2B, •, Fashion, •, Marketing, •, Advertising, •, eCommerce, ","https://app.otta.com//companies/FindMine-1","21-100","£5.8"
"Finecast ","Advancing TV advertising experiences for brands and viewers","B2B, •, Marketing, •, Analytics, •, Advertising, ","https://app.otta.com//companies/Finecast","",""
"Finerva ","Accounting and Finance For Founders, By Founders","B2B, •, Accounting, ","https://app.otta.com//companies/Finerva","",""
"FingerprintJS ","Browser fingerprinting and fraud detection software","B2C, •, SaaS, •, Cyber Security, ","https://app.otta.com//companies/FingerprintJS","21-100","£36.1"
"Finimize ","Finance community","Fintech, •, Education, •, Personal finance, •, Investing, •, Social Impact, ","https://app.otta.com//companies/Finimize","",""
"FINN ","Car subscription service","B2C, •, Cars, •, Transport, ","https://app.otta.com//companies/FINN","201-500","£113.3"
"Finoa ","Provides custodian and staking solutions for digital assets","B2B, •, Cryptocurrency, •, Legal, •, Financial Services, •, SaaS, ","https://app.otta.com//companies/Finoa","101-200","£18.1"
"Finquest ","Big data & AI platform for acquisition and investment opportunities","Fintech, •, B2B, •, Artificial Intelligence, •, Big data, •, Machine Learning, ","https://app.otta.com//companies/Finquest","",""
"FintechOS ","Digital banking and insurance platform","Fintech, •, B2B, •, Enterprise, •, Banking, •, Insurance, ","https://app.otta.com//companies/FintechOS","201-500","£76.1"
"Fireblocks ","Helping financial institutions securely transfer digital assets","B2B, •, Cryptocurrency, •, SaaS, •, Cyber Security, •, Blockchain, ","https://app.otta.com//companies/Fireblocks","201-500","£851.1"
"Firefly ","Mobility-based advertising and data platform","B2B, •, Digital Media, •, SaaS, •, Advertising, •, Data Analysis, ","https://app.otta.com//companies/Firefly","",""
"FireHydrant ","Site reliability software ","B2B, •, Security, •, Analytics, •, SaaS, ","https://app.otta.com//companies/FireHydrant","21-100","£26.7"
"Firstbase ","Equipment management platform for remote workforces","B2B, •, Office, •, SaaS, •, Product Management, ","https://app.otta.com//companies/Firstbase-1","21-100","£53.5"
"FirstVet ","Petcare and telemedicine start up","Healthcare, •, B2C, •, Pets, •, eCommerce, ","https://app.otta.com//companies/FirstVet","101-200","£48.9"
"FISPAN ","ERP banking platform","Fintech, •, B2B, •, Enterprise, •, Banking, •, Financial Services, •, SaaS, •, API, •, Cloud Computing, ","https://app.otta.com//companies/FISPAN-1","101-200","£16.1"
"FITFILE ","Providing healthcare professionals with complete patient-level evidence","Healthcare, •, B2B, •, Social Impact, ","https://app.otta.com//companies/FITFILE-1","",""
"Fiveable ","Virtual studying platform","B2C, •, Education, •, Tutoring, •, Learning, •, Social, •, Community, ","https://app.otta.com//companies/Fiveable","1-20","£11.8"
"Fivestars ","Rewards and marketing platform for local businesses","B2B, •, Marketing, •, Payments, •, SaaS, ","https://app.otta.com//companies/Fivestars","201-500","£97.6"
"Fixflo ","Maintenance management software solutions","Property, •, B2B, •, Compliance, •, SaaS, ","https://app.otta.com//companies/Fixflo","",""
"FIXR ","Events & ticketing platform built for fans and organisers","Ticketing, •, Events, •, Mobile, ","https://app.otta.com//companies/FIXR","21-100","£9.8"
"Fixture Calendar ","Online hub for sports fixtures","B2C, •, Content, •, Events, •, Sports, •, Community, ","https://app.otta.com//companies/Fixture-Calendar","",""
"FlairBox ","Video-based casting app","Entertainment, •, Video, •, Media, ","https://app.otta.com//companies/FlairBox","",""
"Flash ","We're making the whole world instantly shoppable","Fintech, •, B2C, •, B2B, •, eCommerce, ","https://app.otta.com//companies/Flash","1-20","£0.5"
"Flash Pack ","Connects solo travellers at the same life-stage to enjoy adventures together","B2C, •, Travel, •, Lifestyle, •, Wellbeing, ","https://app.otta.com//companies/Flash-Pack","",""
"flatfair ","Deposit-free renting","B2C, •, Property, •, Renting, ","https://app.otta.com//companies/flatfair","21-100","£10.8"
"Flatiron Health ","Accelerating cancer research by learning from patient experiences","Healthcare, •, B2B, •, Analytics, ","https://app.otta.com//companies/Flatiron-Health","1001+","£256.5"
"Fleksy ","Elevated mobile typing & powerful SDK","B2C, •, Artificial Intelligence, •, Mobile, ","https://app.otta.com//companies/Fleksy","1-20","£0.9"
"Flexcavo ","Construction machinery rental","B2B, •, Sustainability, •, Sharing Economy, •, Construction, ","https://app.otta.com//companies/Flexcavo","21-100","£11.6"
"Flexiti ","Providing financing and payment solutions","Fintech, •, B2C, •, Retail, •, B2B, •, Enterprise, •, Financial Services, •, SaaS, •, eCommerce, •, Sales, ","https://app.otta.com//companies/Flexiti","201-500","£4.1"
"Flexport ","Revolutionising freight forwarding","B2B, •, Logistics, •, Compliance, •, Freight, •, SaaS, •, API, •, eCommerce, ","https://app.otta.com//companies/Flexport","1001+","£1832.3"
"flinder ","Accelerating growth for tech, SaaS and e-commerce businesses","B2B, •, Analytics, •, Business Intelligence, •, SaaS, •, Accounting, ","https://app.otta.com//companies/flinder","",""
"Flipboard ","Personalised, curated news stories ","B2C, •, Lifestyle, •, Marketplace, •, Publishing, ","https://app.otta.com//companies/Flipboard","101-200","£172.7"
"Fliplet ","Low/No code app builder","B2B, •, Mobile, ","https://app.otta.com//companies/Fliplet","21-100","£0.5"
"Flo ","AI-powered app for women's health","B2C, •, Personal health, •, Education, •, SaaS, •, Femtech, ","https://app.otta.com//companies/Flo","201-500","£62.7"
"Flock ","Digital insurance for safer motor fleets","B2C, •, B2B, •, Insurance, •, Drones, ","https://app.otta.com//companies/Flock","21-100","£17.1"
"Flockjay ","Training and support for in-demand tech jobs","B2B, •, Enterprise, •, Recruitment, •, Training, •, Learning, •, Sales, ","https://app.otta.com//companies/Flockjay","101-200","£11.7"
"FloodFlash ","Rapid-payout flood insurance","Fintech, •, B2C, •, B2B, •, Insurance, •, Data Analysis, •, Nature, •, Environmental, ","https://app.otta.com//companies/FloodFlash","21-100","£14.4"
"FloQast ","Accounting workflow automation platform","B2B, •, Internal tools, •, SaaS, •, Accounting, ","https://app.otta.com//companies/FloQast","501-1000","£166.3"
